holothurian,2173,880,2372,967,0.98
holothurian,1695,756,1853,888,0.98
holothurian,860,622,1053,720,0.97
holothurian,1561,1963,1757,2088,0.96
holothurian,3534,1383,3775,1550,0.93
holothurian,753,1147,1037,1241,0.92
holothurian,2905,1540,3075,1651,0.92
holothurian,2469,1696,2750,1854,0.92
holothurian,177,838,388,925,0.77
holothurian,1925,889,2030,1019,0.53
echinus,2004,1342,2177,1539,0.99
echinus,2375,2011,2644,2156,0.91
echinus,1699,898,1878,1044,0.89
echinus,2986,1512,3119,1631,0.82
starfish,2839,1793,3034,1963,0.99
starfish,2091,1848,2269,1982,0.99
starfish,921,1561,1047,1678,0.99
starfish,3,1561,174,1800,0.99
starfish,176,5,383,166,0.96
starfish,3087,2085,3192,2158,0.94
starfish,2104,2048,2285,2155,0.93
starfish,730,708,833,816,0.93
starfish,738,1075,903,1166,0.87
starfish,877,1125,1021,1211,0.71
starfish,1847,977,1940,1051,0.49
