holothurian,1908,1977,2076,2132,0.99
holothurian,2599,1658,2770,1869,0.98
holothurian,1862,1840,2054,2004,0.96
holothurian,1590,1131,1684,1227,0.86
echinus,1265,1853,1625,2157,1.00
echinus,260,1648,559,1897,1.00
echinus,1831,1480,1994,1640,0.86
echinus,2930,1110,3024,1198,0.82
echinus,3133,1312,3198,1398,0.48
echinus,3162,1226,3278,1332,0.47
echinus,2089,1796,2266,2002,0.33
starfish,604,720,825,854,1.00
starfish,853,1181,990,1304,0.99
starfish,2108,928,2222,1015,0.99
starfish,1507,1153,1618,1260,0.92
starfish,503,740,643,809,0.89
starfish,3125,1734,3241,1848,0.80
starfish,3296,1885,3384,1977,0.74
starfish,1720,1318,1820,1407,0.57
starfish,3172,1913,3287,1994,0.55
starfish,1702,1172,1784,1235,0.40
