holothurian,668,417,824,516,0.54
echinus,1923,807,2251,1116,1.00
echinus,1996,1120,2332,1421,1.00
echinus,1854,1337,2214,1758,1.00
echinus,359,1339,725,1704,1.00
echinus,701,807,946,1041,1.00
echinus,179,609,403,799,0.99
echinus,503,102,637,259,0.87
echinus,2574,222,2737,345,0.87
echinus,1370,1,1524,108,0.71
echinus,3360,4,3656,205,0.38
starfish,2429,1593,2810,1966,1.00
starfish,2677,966,2900,1146,1.00
starfish,741,2052,956,2154,0.99
starfish,1304,750,1478,896,0.99
starfish,1134,39,1271,209,0.98
starfish,1793,879,1974,959,0.98
