echinus,1881,1618,2181,1903,1.00
echinus,1826,1921,2111,2154,1.00
echinus,609,1816,876,2115,1.00
echinus,2399,604,2587,798,1.00
echinus,1664,743,1856,940,1.00
echinus,1050,1385,1262,1594,1.00
echinus,2808,1103,2973,1224,0.99
echinus,3484,1053,3800,1248,0.99
echinus,2767,399,2927,551,0.99
echinus,830,1151,982,1304,0.99
echinus,1147,813,1256,921,0.97
echinus,541,985,693,1074,0.94
echinus,2982,905,3118,988,0.91
echinus,1247,714,1337,816,0.46
starfish,2567,1891,2776,2068,1.00
starfish,1523,867,1640,988,0.99
starfish,1506,1455,1637,1563,0.40
