echinus,783,572,967,745,1.00
echinus,875,715,1018,870,1.00
echinus,1173,631,1326,780,1.00
echinus,249,461,517,613,0.99
echinus,488,691,624,764,0.99
echinus,1286,1016,1411,1077,0.99
echinus,636,599,787,702,0.99
echinus,908,850,1012,937,0.96
echinus,1627,932,1767,1026,0.93
echinus,932,1032,1028,1080,0.71
echinus,991,853,1047,924,0.51
echinus,1825,386,1919,497,0.37
starfish,792,285,905,376,1.00
starfish,980,239,1127,350,1.00
starfish,1372,108,1604,264,0.99
starfish,1014,105,1178,235,0.99
starfish,798,135,892,226,0.98
starfish,827,754,902,850,0.96
