holothurian,770,1384,1133,1581,0.99
holothurian,1429,457,1612,542,0.88
holothurian,2354,591,2569,680,0.79
holothurian,2153,215,2320,299,0.58
holothurian,3274,383,3370,459,0.38
echinus,666,1517,1004,1707,0.99
echinus,235,1041,488,1266,0.97
echinus,1988,333,2132,496,0.95
echinus,2796,561,2904,665,0.76
echinus,727,1346,875,1481,0.36
starfish,0,1676,414,1887,1.00
starfish,2445,1044,2558,1205,0.98
starfish,969,1539,1174,1682,0.94
starfish,2041,641,2182,767,0.83
starfish,3595,1260,3742,1358,0.72
starfish,2646,670,2801,771,0.72
starfish,2830,887,2957,955,0.67
