holothurian,1496,814,1694,1079,0.99
echinus,1235,803,1428,999,1.00
echinus,1241,478,1406,634,1.00
echinus,2231,1519,2396,1686,0.99
echinus,2214,376,2347,521,0.56
starfish,291,1923,620,2160,1.00
starfish,2806,414,2955,546,0.99
starfish,3536,433,3715,586,0.99
starfish,1645,1155,1780,1297,0.99
starfish,1036,573,1135,647,0.98
starfish,1117,475,1216,549,0.98
starfish,3637,616,3819,759,0.98
starfish,596,873,763,961,0.98
starfish,1663,652,1765,768,0.98
starfish,3275,1153,3424,1295,0.98
starfish,1510,1080,1620,1198,0.96
starfish,392,948,544,1015,0.94
starfish,735,416,858,488,0.82
starfish,1035,429,1133,499,0.61
starfish,1637,2114,1727,2160,0.51
