echinus,1797,1636,1987,1797,0.99
echinus,467,1992,736,2159,0.99
echinus,2760,1131,2925,1280,0.99
echinus,1212,1521,1384,1670,0.99
echinus,326,1133,495,1286,0.99
echinus,3275,915,3452,1094,0.99
echinus,975,421,1060,494,0.96
echinus,2167,810,2291,933,0.96
echinus,812,597,903,675,0.95
echinus,2488,792,2613,911,0.93
echinus,1126,403,1211,475,0.86
echinus,663,1339,770,1456,0.85
echinus,825,1646,998,1806,0.64
echinus,355,944,449,1027,0.58
echinus,2311,555,2407,656,0.53
echinus,1591,1105,1676,1176,0.40
echinus,3672,246,3807,359,0.39
starfish,2653,1889,2777,1980,0.88
