holothurian,1809,799,2035,894,0.99
holothurian,1204,1055,1598,1231,0.99
holothurian,2297,1451,2471,1525,0.98
holothurian,1767,991,1992,1417,0.98
holothurian,1669,447,1927,534,0.95
holothurian,2706,296,2798,382,0.93
holothurian,2311,882,2401,968,0.72
holothurian,1454,1370,1689,1546,0.69
holothurian,1859,110,2026,201,0.62
holothurian,2186,471,2266,529,0.60
echinus,2253,483,2375,618,0.97
echinus,1476,536,1601,643,0.96
starfish,1574,1023,1724,1277,1.00
starfish,2050,779,2226,919,0.99
starfish,145,1860,629,2156,0.99
starfish,1959,567,2115,665,0.98
starfish,3097,1687,3243,1802,0.97
starfish,2300,2025,2460,2154,0.93
starfish,3682,1815,3838,1985,0.78
starfish,1342,582,1469,651,0.32
