holothurian,1193,1793,1450,2031,0.99
holothurian,1323,989,1484,1066,0.91
holothurian,2264,1770,2419,1986,0.88
holothurian,2365,2034,2603,2156,0.79
echinus,2270,1571,2502,1820,1.00
echinus,1965,1948,2274,2156,0.99
echinus,1639,1422,1795,1620,0.99
echinus,3077,617,3235,773,0.98
echinus,1204,963,1344,1094,0.90
echinus,3621,882,3750,988,0.84
echinus,1713,1165,1813,1301,0.56
echinus,3212,1795,3315,1949,0.56
starfish,1048,1025,1169,1101,1.00
starfish,2134,1799,2306,1978,0.99
starfish,2471,1611,2630,1809,0.99
starfish,467,166,615,263,0.96
starfish,3115,427,3255,511,0.95
starfish,2957,1808,3116,1982,0.83
starfish,1770,381,1852,456,0.77
starfish,2701,1269,2844,1360,0.41
starfish,2820,395,2925,473,0.40
