holothurian,2279,1449,2496,1645,0.99
holothurian,2735,1934,3019,2098,0.99
holothurian,2120,1123,2255,1257,0.96
holothurian,1314,709,1487,849,0.95
holothurian,1507,430,1626,503,0.81
echinus,2889,910,3003,1011,0.99
echinus,1962,891,2102,1019,0.96
echinus,2625,893,2785,1039,0.93
echinus,3596,1932,3834,2154,0.82
starfish,1774,1119,1904,1226,0.99
starfish,1142,1509,1268,1610,0.98
starfish,2804,1144,2939,1248,0.98
starfish,74,1145,237,1233,0.88
starfish,2941,1100,3046,1170,0.86
starfish,1897,2095,2044,2159,0.81
starfish,2799,887,2895,963,0.78
starfish,378,324,489,383,0.76
starfish,1273,551,1405,666,0.66
starfish,3026,1207,3134,1305,0.66
starfish,367,658,525,787,0.41
starfish,2470,731,2561,775,0.32
starfish,3137,1166,3233,1235,0.30
