holothurian,1810,162,1932,234,0.47
echinus,2084,1430,2342,1739,0.99
echinus,2724,936,2876,1160,0.91
echinus,1814,159,1931,236,0.53
starfish,784,241,1111,471,1.00
starfish,1707,566,1881,705,1.00
starfish,2236,859,2477,1062,1.00
starfish,1882,534,2037,680,1.00
starfish,1464,1365,1660,1533,0.99
starfish,0,389,152,591,0.99
starfish,1743,84,1883,171,0.97
starfish,2756,1802,2886,1929,0.97
starfish,2608,1831,2766,2021,0.97
starfish,1820,304,1948,405,0.97
starfish,3529,1514,3685,1603,0.94
starfish,2861,1648,3009,1744,0.90
starfish,1298,1943,1505,2145,0.61
starfish,2419,246,2555,367,0.56
