scallop,607,783,670,831,1.00
scallop,1091,865,1146,911,1.00
scallop,1206,977,1262,1031,0.99
scallop,664,787,729,833,0.99
scallop,1329,928,1388,969,0.98
scallop,1191,1157,1259,1212,0.98
scallop,777,930,846,976,0.98
scallop,1470,978,1534,1027,0.98
scallop,1009,844,1070,889,0.98
scallop,1672,1046,1733,1098,0.97
scallop,495,1273,566,1349,0.97
scallop,871,980,926,1032,0.95
scallop,1315,1174,1362,1219,0.93
scallop,1875,1243,1928,1289,0.92
scallop,1044,980,1111,1031,0.91
scallop,1100,978,1148,1015,0.89
scallop,814,595,874,645,0.87
scallop,677,537,735,584,0.85
scallop,1079,923,1136,964,0.84
scallop,635,518,684,557,0.74
scallop,1805,1204,1863,1250,0.70
scallop,1395,954,1447,999,0.61
scallop,1208,1230,1279,1281,0.55
scallop,654,446,701,475,0.53
scallop,1163,1141,1216,1187,0.45
scallop,1047,727,1109,772,0.43
scallop,447,526,503,579,0.39
scallop,1362,871,1408,914,0.33
scallop,1053,1051,1135,1097,0.32
scallop,1621,1090,1670,1127,0.30
starfish,688,941,776,1014,1.00
starfish,1060,1109,1164,1195,0.96
starfish,342,1257,426,1317,0.91
starfish,1392,1144,1460,1217,0.84
starfish,1028,1054,1122,1097,0.42
starfish,1153,889,1219,942,0.34
