holothurian,3309,1691,3527,1869,0.97
holothurian,1958,557,2067,687,0.47
echinus,1060,1229,1247,1453,1.00
echinus,1689,574,1803,693,0.78
echinus,3252,964,3421,1135,0.47
echinus,2646,254,2726,323,0.43
starfish,769,1465,946,1620,0.99
starfish,964,1764,1137,1941,0.99
starfish,637,1259,818,1413,0.99
starfish,644,1817,829,2015,0.98
starfish,3210,1356,3363,1483,0.98
starfish,1223,1505,1376,1650,0.98
starfish,1646,862,1799,1011,0.94
starfish,2098,637,2248,771,0.82
starfish,1293,584,1396,690,0.81
starfish,3094,1533,3209,1636,0.59
