holothurian,372,225,462,298,0.55
echinus,452,99,521,165,0.99
echinus,307,206,373,268,0.99
echinus,357,42,415,95,0.99
echinus,392,108,444,165,0.99
echinus,471,251,543,319,0.99
echinus,194,214,257,274,0.99
echinus,497,159,579,232,0.98
echinus,286,41,334,83,0.98
echinus,321,362,389,404,0.98
echinus,160,55,218,108,0.98
echinus,526,0,608,50,0.98
echinus,658,171,719,275,0.97
echinus,135,99,195,155,0.97
echinus,579,96,704,193,0.96
echinus,348,104,403,153,0.96
echinus,657,0,718,63,0.95
echinus,307,0,356,28,0.84
echinus,382,0,429,23,0.41
scallop,93,36,139,73,0.83
starfish,243,333,307,402,0.97
starfish,242,89,317,150,0.95
starfish,256,233,324,303,0.92
starfish,380,310,458,394,0.67
starfish,427,15,481,60,0.59
starfish,543,77,627,144,0.58
starfish,450,310,509,364,0.50
