echinus,445,181,486,215,0.99
echinus,530,210,592,270,0.99
echinus,131,278,205,324,0.99
echinus,512,349,640,404,0.99
echinus,354,216,433,281,0.99
echinus,259,288,335,350,0.99
echinus,618,133,670,172,0.99
echinus,525,129,571,170,0.99
echinus,45,122,110,175,0.99
echinus,659,288,719,360,0.98
echinus,383,172,425,207,0.98
echinus,446,152,486,182,0.90
echinus,45,368,115,404,0.87
echinus,321,146,363,184,0.80
echinus,0,277,41,322,0.74
echinus,599,90,644,125,0.65
echinus,338,51,388,91,0.58
echinus,53,239,97,268,0.48
echinus,61,3,131,58,0.44
echinus,337,53,397,121,0.35
starfish,599,221,657,269,0.87
starfish,431,221,486,265,0.62
