holothurian,320,204,391,243,0.96
holothurian,483,327,611,375,0.36
echinus,319,19,361,64,0.99
echinus,389,323,464,402,0.99
echinus,379,176,433,229,0.99
echinus,316,169,358,215,0.99
echinus,81,253,148,324,0.99
echinus,621,36,689,95,0.99
echinus,304,117,356,172,0.98
echinus,429,270,474,316,0.98
echinus,602,268,687,343,0.98
echinus,603,109,684,179,0.97
echinus,0,348,97,404,0.96
echinus,74,174,129,215,0.94
echinus,375,70,420,116,0.92
echinus,380,116,434,174,0.90
echinus,486,1,535,53,0.87
scallop,611,177,684,224,0.33
starfish,307,237,364,290,0.81
starfish,314,68,358,119,0.67
starfish,553,157,619,224,0.38
