echinus,2078,1748,2323,1963,1.00
echinus,2070,1611,2251,1756,1.00
echinus,2848,1687,3085,1876,0.99
echinus,660,1304,825,1462,0.99
echinus,922,1028,1036,1138,0.98
echinus,1733,1624,1905,1757,0.98
echinus,2453,1553,2626,1718,0.98
echinus,1150,1013,1249,1122,0.96
echinus,227,1399,440,1595,0.95
echinus,845,676,959,781,0.94
echinus,1176,1252,1270,1358,0.93
echinus,1559,1699,1764,1895,0.69
echinus,3105,1773,3222,1877,0.63
echinus,2325,1314,2446,1435,0.46
echinus,836,876,953,991,0.35
echinus,2129,1186,2242,1303,0.34
