holothurian,2429,1147,2610,1250,0.96
echinus,3221,1327,3456,1522,1.00
echinus,2439,935,2562,1043,0.99
echinus,2411,1641,2590,1813,0.99
echinus,3123,1221,3305,1365,0.99
echinus,124,1175,287,1337,0.99
echinus,1972,1932,2144,2129,0.98
echinus,2274,867,2389,969,0.97
echinus,3621,1076,3800,1238,0.90
echinus,3421,1081,3594,1225,0.87
echinus,2541,840,2647,929,0.85
echinus,2562,1984,2729,2156,0.82
echinus,398,349,516,460,0.70
echinus,1076,838,1170,905,0.62
echinus,2649,829,2742,917,0.58
echinus,3008,1001,3193,1142,0.46
starfish,694,1152,818,1263,0.90
starfish,2713,1203,2849,1266,0.90
starfish,2838,990,2924,1052,0.68
