echinus,2930,765,3089,903,0.99
echinus,1163,1809,1295,1945,0.99
echinus,1213,1148,1374,1255,0.99
echinus,1067,1175,1196,1283,0.99
echinus,210,1221,417,1388,0.98
echinus,14,1890,243,2119,0.98
echinus,2573,716,2728,819,0.98
echinus,664,1165,854,1302,0.95
echinus,2226,705,2327,808,0.91
echinus,2404,707,2555,807,0.74
echinus,2710,869,2798,949,0.50
echinus,932,1383,1021,1470,0.36
echinus,1333,1050,1426,1140,0.33
scallop,2502,1172,2577,1236,0.31
starfish,564,1360,724,1460,0.99
starfish,614,1288,798,1371,0.92
starfish,463,1323,614,1411,0.79
