holothurian,239,97,331,146,0.97
holothurian,24,172,121,301,0.96
holothurian,93,303,267,397,0.96
holothurian,2,358,135,405,0.89
holothurian,565,102,695,143,0.88
holothurian,315,130,417,203,0.69
holothurian,656,125,720,176,0.64
holothurian,358,94,439,139,0.57
echinus,641,232,719,313,1.00
echinus,0,280,107,377,1.00
echinus,529,308,695,404,1.00
echinus,287,234,401,345,0.99
echinus,123,151,190,202,0.99
echinus,544,119,650,203,0.99
echinus,123,195,215,278,0.99
echinus,411,126,484,195,0.98
echinus,453,46,506,99,0.98
echinus,396,55,447,98,0.96
echinus,325,59,373,105,0.92
echinus,396,10,442,48,0.92
echinus,484,67,556,150,0.90
echinus,235,69,297,126,0.89
echinus,2,166,74,237,0.88
echinus,116,83,160,123,0.87
echinus,682,61,720,139,0.85
echinus,137,62,216,141,0.72
echinus,449,107,492,146,0.71
echinus,163,37,222,94,0.58
echinus,309,11,359,53,0.42
echinus,294,51,339,91,0.36
echinus,145,88,202,143,0.34
echinus,458,115,512,166,0.33
echinus,106,345,249,404,0.31
scallop,165,253,284,348,1.00
scallop,509,252,645,332,0.99
scallop,389,250,510,350,0.99
scallop,245,134,316,190,0.99
scallop,480,180,579,260,0.99
scallop,607,163,718,251,0.99
scallop,89,120,151,162,0.98
scallop,305,130,399,197,0.94
scallop,491,2,541,34,0.92
scallop,353,82,413,117,0.67
