holothurian,514,1317,668,1443,0.97
holothurian,1606,627,1719,697,0.79
holothurian,1689,1309,1778,1374,0.34
echinus,2601,429,2794,583,0.96
echinus,128,793,281,932,0.94
echinus,1678,1188,1831,1320,0.91
echinus,3477,235,3649,408,0.56
starfish,2014,1910,2214,2147,1.00
starfish,2328,1057,2506,1179,1.00
starfish,1828,1923,2006,2135,0.99
starfish,0,2001,298,2160,0.99
starfish,3178,1229,3382,1349,0.99
starfish,792,2023,1030,2159,0.99
starfish,3649,329,3775,429,0.98
starfish,2354,1374,2530,1453,0.98
starfish,1553,1921,1663,2045,0.98
starfish,2832,583,2922,698,0.88
starfish,3298,98,3432,219,0.81
starfish,1533,787,1609,890,0.75
starfish,3689,1908,3839,2122,0.64
starfish,2234,649,2339,715,0.64
