holothurian,827,413,1125,550,0.96
scallop,1799,932,2005,1090,0.99
scallop,1649,606,1794,725,0.97
scallop,1931,518,2173,667,0.94
scallop,3005,1063,3189,1198,0.83
scallop,2975,972,3209,1090,0.83
scallop,1224,915,1519,1133,0.66
scallop,2474,546,2656,653,0.65
scallop,2252,498,2437,607,0.49
starfish,1340,660,1509,782,1.00
starfish,3356,113,3671,225,0.99
starfish,2624,455,2877,641,0.99
starfish,291,828,571,1012,0.99
starfish,18,911,324,1087,0.85
starfish,2986,477,3257,591,0.63
starfish,2389,438,2578,559,0.63
