echinus,453,1152,919,1524,1.00
echinus,344,940,680,1138,1.00
echinus,1885,960,1999,1064,0.99
echinus,649,811,819,944,0.99
echinus,1639,515,1742,619,0.97
echinus,1933,1352,2057,1481,0.96
echinus,3126,1342,3275,1494,0.96
echinus,1972,889,2047,975,0.88
echinus,3443,1784,3637,1937,0.87
echinus,2964,1127,3072,1243,0.85
echinus,2063,1172,2147,1258,0.83
echinus,1746,774,1867,908,0.82
echinus,1556,385,1653,476,0.54
echinus,1977,1077,2075,1159,0.40
echinus,280,815,388,923,0.39
echinus,2761,1822,3011,2042,0.32
