holothurian,3382,905,3597,1333,0.98
holothurian,2519,1791,2777,1937,0.96
holothurian,3594,303,3838,436,0.93
holothurian,2968,1946,3179,2154,0.90
echinus,1875,262,2098,506,0.99
echinus,2685,177,2914,387,0.99
echinus,2009,717,2232,927,0.99
echinus,2909,1743,3125,1967,0.99
echinus,1205,66,1423,281,0.98
echinus,2088,2070,2380,2157,0.65
starfish,1602,1116,1778,1272,1.00
starfish,2113,1863,2349,2072,1.00
starfish,35,326,441,566,1.00
starfish,1610,531,1768,679,0.99
starfish,1689,1903,1866,2138,0.99
starfish,911,339,1060,473,0.99
starfish,1882,1999,2039,2152,0.97
starfish,1370,662,1528,797,0.94
starfish,660,181,811,284,0.89
starfish,3063,1577,3178,1697,0.84
starfish,1821,1315,1930,1486,0.69
