holothurian,1694,671,1842,893,0.98
echinus,1369,726,1581,930,1.00
echinus,471,958,681,1111,0.99
echinus,584,369,756,516,0.99
echinus,2269,507,2352,591,0.60
starfish,183,1563,498,1843,1.00
starfish,473,1807,732,2013,1.00
starfish,1,1849,258,2145,1.00
starfish,2031,476,2163,586,0.99
starfish,1452,1924,1605,2104,0.99
starfish,1094,582,1212,677,0.99
starfish,1449,538,1583,662,0.99
starfish,252,601,393,687,0.97
starfish,1377,1693,1501,1846,0.96
starfish,462,633,590,716,0.91
starfish,14,714,160,798,0.76
starfish,2027,356,2151,426,0.76
