holothurian,819,1498,1079,1635,0.99
holothurian,1735,860,1868,943,0.31
echinus,541,980,811,1240,1.00
echinus,1521,1069,1644,1196,1.00
echinus,1441,1734,1736,2037,1.00
echinus,2590,211,2730,328,0.99
echinus,420,1296,677,1534,0.98
echinus,929,1029,1067,1158,0.98
echinus,406,1933,701,2159,0.98
echinus,3325,273,3454,407,0.95
echinus,1468,1045,1559,1116,0.95
echinus,598,890,689,984,0.78
echinus,614,788,700,865,0.75
echinus,3663,783,3838,983,0.60
echinus,3108,373,3228,518,0.34
echinus,2772,611,2878,758,0.33
