holothurian,179,798,500,1025,1.00
echinus,3328,1904,3649,2158,1.00
echinus,1423,898,1803,1217,1.00
echinus,1570,730,1836,928,1.00
echinus,1,1754,283,2151,1.00
echinus,2017,527,2232,741,1.00
echinus,473,447,677,603,1.00
echinus,1814,565,2011,746,1.00
echinus,728,376,906,509,0.99
echinus,1865,318,2025,425,0.99
echinus,1709,1558,1946,1796,0.97
echinus,1387,322,1521,433,0.97
echinus,295,427,481,571,0.96
echinus,949,359,1074,459,0.90
echinus,1359,533,1585,719,0.79
echinus,935,204,1014,285,0.41
starfish,1090,547,1242,626,1.00
starfish,776,838,1002,949,0.99
starfish,1551,525,1701,617,0.99
starfish,3287,1623,3461,1683,0.66
