echinus,1709,1846,1864,1995,1.00
echinus,2829,2024,3079,2159,0.99
echinus,2995,1706,3103,1823,0.96
echinus,2771,1046,2874,1145,0.95
echinus,1696,1463,1821,1583,0.77
echinus,3203,1502,3346,1611,0.55
echinus,2899,1202,3010,1318,0.55
starfish,3217,1639,3416,1786,1.00
starfish,3387,1800,3631,1991,1.00
starfish,3150,1836,3404,2043,0.99
starfish,1514,1913,1689,2069,0.99
starfish,2137,1881,2289,2024,0.86
starfish,2342,1951,2476,2031,0.73
starfish,1876,1516,1978,1605,0.62
starfish,1912,1380,2020,1478,0.57
starfish,2099,1893,2253,2060,0.52
starfish,2096,1939,2202,2058,0.47
