holothurian,1991,1224,2191,1312,0.98
holothurian,2381,1736,2596,1903,0.98
holothurian,2900,1487,3223,1619,0.98
holothurian,1884,1535,2013,1783,0.98
holothurian,3064,780,3266,902,0.94
holothurian,1943,122,2092,193,0.85
holothurian,1743,480,1930,586,0.84
holothurian,2337,1901,2666,2119,0.81
holothurian,1912,998,2112,1125,0.55
holothurian,3535,1574,3687,1715,0.40
echinus,905,1800,1116,1992,0.99
echinus,2584,995,2786,1202,0.99
echinus,2684,1635,2857,1800,0.95
echinus,566,1499,728,1662,0.92
starfish,2494,1399,2640,1531,0.99
starfish,656,482,849,649,0.99
starfish,3270,1720,3490,1906,0.99
starfish,914,1696,1080,1827,0.97
starfish,320,1059,491,1188,0.95
starfish,1707,757,1805,854,0.91
starfish,3386,2099,3552,2160,0.91
starfish,2553,1712,2682,1829,0.65
starfish,2856,1092,2985,1169,0.36
