holothurian,2373,1925,2581,2138,0.98
echinus,1564,1336,1743,1508,1.00
echinus,1889,1246,2033,1374,1.00
echinus,1972,1472,2165,1653,1.00
echinus,3213,1896,3453,2120,1.00
echinus,2009,1208,2129,1320,1.00
echinus,3385,1543,3590,1728,0.99
echinus,3189,1547,3374,1725,0.99
echinus,2328,1110,2439,1215,0.90
echinus,2811,1142,2942,1249,0.86
echinus,1029,591,1153,710,0.71
echinus,2092,1092,2186,1172,0.46
echinus,1220,1553,1386,1729,0.42
echinus,2219,1342,2398,1494,0.39
echinus,2753,1247,2846,1325,0.35
echinus,2746,1144,2823,1211,0.32
starfish,2710,1931,2886,2062,0.99
starfish,2459,1479,2585,1571,0.99
starfish,19,2025,193,2153,0.89
starfish,2804,1421,2972,1548,0.46
