holothurian,2675,1769,3001,2027,0.99
holothurian,899,886,1097,1080,0.95
holothurian,2320,1351,2472,1539,0.92
holothurian,1032,489,1174,567,0.74
holothurian,248,781,538,895,0.59
echinus,1875,1003,2096,1231,1.00
echinus,2752,876,2859,969,0.98
echinus,2649,915,2838,1083,0.98
echinus,1141,1705,1313,1902,0.49
starfish,1823,1417,2002,1570,1.00
starfish,785,672,965,829,0.99
starfish,1463,1377,1568,1546,0.97
starfish,2946,1094,3078,1180,0.96
starfish,2990,1216,3157,1321,0.95
starfish,1083,1179,1201,1310,0.92
starfish,2357,736,2450,796,0.89
starfish,1194,1324,1335,1387,0.78
starfish,3109,1207,3234,1293,0.62
starfish,577,695,700,857,0.34
