holothurian,999,1844,1214,1996,0.99
holothurian,1782,1395,1962,1604,0.97
holothurian,625,1013,780,1121,0.92
holothurian,984,1680,1197,1871,0.91
echinus,0,1825,350,2160,1.00
echinus,942,1343,1123,1517,0.99
echinus,1233,1618,1461,1853,0.98
echinus,1086,1461,1242,1649,0.51
echinus,2072,810,2157,902,0.47
echinus,2417,955,2527,1056,0.40
starfish,1245,730,1363,826,0.99
starfish,2300,1373,2411,1497,0.98
starfish,476,1038,658,1182,0.98
starfish,2466,1483,2544,1575,0.87
starfish,2353,1528,2450,1615,0.84
starfish,827,1216,955,1294,0.83
starfish,706,125,816,182,0.64
starfish,802,1038,917,1130,0.59
starfish,732,1127,853,1209,0.57
starfish,722,1354,807,1426,0.33
