holothurian,2994,1323,3154,1380,0.96
holothurian,2557,1246,2660,1331,0.79
echinus,1661,1040,1941,1406,1.00
echinus,1098,304,1290,470,0.96
echinus,1907,94,2061,268,0.93
starfish,1197,1128,1365,1276,1.00
starfish,164,1431,377,1519,1.00
starfish,674,1025,859,1159,1.00
starfish,2227,1604,2416,1696,0.99
starfish,1295,1871,1501,2065,0.99
starfish,1337,461,1439,570,0.98
starfish,2084,184,2189,288,0.98
starfish,2494,1295,2609,1359,0.96
starfish,2381,1312,2536,1379,0.96
starfish,641,565,755,640,0.82
starfish,2659,2076,2865,2159,0.58
starfish,2399,1295,2604,1376,0.47
starfish,2975,1296,3137,1358,0.41
starfish,916,307,1015,380,0.33
