holothurian,2145,179,2296,364,0.99
holothurian,2563,583,2882,708,0.98
holothurian,1312,1996,1597,2160,0.39
holothurian,2067,195,2291,421,0.36
echinus,2463,1623,2910,2050,0.99
echinus,2797,85,2885,186,0.63
echinus,1978,1682,2223,1961,0.43
scallop,1974,1680,2218,1960,0.49
starfish,2069,268,2242,424,1.00
starfish,1052,1811,1338,2108,1.00
starfish,1731,450,1881,605,0.99
starfish,1897,684,2045,839,0.99
starfish,2820,512,2969,656,0.97
starfish,624,286,741,416,0.97
starfish,1287,627,1411,776,0.93
starfish,1646,147,1789,237,0.91
starfish,2667,101,2794,202,0.52
