scallop,608,761,670,810,1.00
scallop,1090,844,1146,893,0.99
scallop,1193,1139,1260,1191,0.99
scallop,873,962,926,1012,0.99
scallop,779,911,846,960,0.99
scallop,1013,835,1068,878,0.98
scallop,682,520,740,569,0.98
scallop,659,764,726,816,0.95
scallop,500,1251,579,1336,0.94
scallop,1674,1031,1733,1081,0.93
scallop,1874,1223,1929,1272,0.93
scallop,1085,991,1144,1037,0.92
scallop,1316,1150,1367,1198,0.92
scallop,1206,1211,1284,1259,0.90
scallop,1335,909,1395,953,0.90
scallop,1576,1061,1634,1119,0.81
scallop,1023,1063,1106,1119,0.78
scallop,1077,898,1136,944,0.57
scallop,814,579,878,626,0.49
scallop,821,412,883,466,0.48
scallop,1025,948,1098,1009,0.47
scallop,757,648,829,687,0.43
scallop,621,507,676,546,0.37
scallop,876,395,950,463,0.32
starfish,696,1055,834,1162,1.00
starfish,681,920,779,996,0.99
starfish,2330,1086,2518,1269,0.41
starfish,1023,1061,1105,1120,0.40
